trialType,block,trial_type,stimulus,response,answer_meaning,correct,rt
task,practice,magnitude,3,f,low,True,982.9657050557719
task,practice,magnitude,1,f,low,True,438.2139516329238
task,practice,magnitude,8,j,high,True,658.3306582861246
task,practice,magnitude,1,f,low,True,530.9097314339369
task,practice,magnitude,7,,,False,
task,practice,magnitude,3,f,low,True,181.40966030506306
task,practice,magnitude,4,j,high,False,522.0730257495696
task,practice,magnitude,3,f,low,True,1028.4102109138846
task,practice,magnitude,9,j,high,True,1075.3133930424842
task,practice,magnitude,8,j,high,True,583.6665437225497
task,experiment,magnitude,7,j,high,True,994.4816139210385
task,experiment,parity,1,,,False,
task,experiment,magnitude,1,f,low,True,568.1759785488753
task,experiment,parity,1,f,even,False,158.58662051777677
task,experiment,magnitude,1,f,low,True,475.18540989652934
task,experiment,parity,3,f,even,False,639.109062410239
task,experiment,magnitude,4,f,low,True,458.3090985444194
task,experiment,parity,3,j,odd,True,642.679326323218
task,experiment,magnitude,9,j,high,True,451.3595891245848
task,experiment,parity,9,j,odd,True,177.65734275336234
task,experiment,magnitude,9,j,high,True,1036.8021784543896
task,experiment,parity,7,f,even,False,429.931866377998
task,experiment,magnitude,7,j,high,True,659.6839600897573
task,experiment,parity,7,j,odd,True,461.2910683250605
task,experiment,magnitude,8,j,high,True,634.5569568567726
task,experiment,parity,8,f,even,True,673.3954076520649
task,experiment,magnitude,7,f,low,False,665.9444055445293
task,experiment,parity,1,j,odd,True,160.55887175163147
task,experiment,magnitude,9,f,low,False,514.6902581436923
task,experiment,parity,9,j,odd,True,547.6043040030272
task,experiment,magnitude,6,j,high,True,444.25038851498556
task,experiment,parity,6,f,even,True,666.1217156671264
task,experiment,magnitude,7,f,low,False,634.2180690430586
task,experiment,parity,9,j,odd,True,1080.2817586627016
task,experiment,magnitude,7,j,high,True,631.5509549416207
task,experiment,parity,2,f,even,True,219.47198648840788
task,experiment,magnitude,9,j,high,True,616.9048432253944
task,experiment,parity,9,j,odd,True,669.6312296729768
task,experiment,magnitude,2,f,low,True,643.5682017965211
task,experiment,parity,8,f,even,True,1080.131153410319
task,experiment,magnitude,9,,,False,
task,experiment,parity,2,f,even,True,552.2697193646526
task,experiment,magnitude,9,j,high,True,212.05580341225945
task,experiment,parity,9,j,odd,True,402.32923701920214
task,experiment,magnitude,2,f,low,True,677.425881259474
task,experiment,parity,2,f,even,True,472.5762609652537
task,experiment,magnitude,3,j,high,False,432.2597308840603
task,experiment,parity,9,j,odd,True,455.37193578941304
task,experiment,magnitude,6,j,high,True,574.4883326380228
task,experiment,parity,6,j,odd,False,488.7396543870136
questionnaire,,,,"{""item1"":0,""item2"":2,""item3"":2,""item4"":4,""item5"":1,""item6"":2,""item7"":1,""item8"":0,""item9"":4,""item10"":3}",,,
