trialType,block,trial_type,stimulus,response,answer_meaning,correct,rt
task,practice,magnitude,9,f,low,False,198.0371617292606
task,practice,magnitude,2,f,low,True,246.7770586091405
task,practice,magnitude,7,,,False,
task,practice,magnitude,7,j,high,True,619.5468854778879
task,practice,magnitude,2,f,low,True,548.1679455944409
task,practice,magnitude,9,j,high,True,559.5289482613955
task,practice,magnitude,2,f,low,True,933.5582223109602
task,practice,magnitude,1,f,low,True,165.3268590691354
task,practice,magnitude,9,j,high,True,555.6025846200689
task,practice,magnitude,4,f,low,True,545.7884156339248
task,experiment,magnitude,4,f,low,True,687.1445914437813
task,experiment,parity,7,j,odd,True,698.7404226720389
task,experiment,magnitude,8,j,high,True,596.2756176868138
task,experiment,parity,6,f,even,True,1181.9095472770991
task,experiment,magnitude,7,j,high,True,639.3349702193661
task,experiment,parity,9,j,odd,True,434.4859622460789
task,experiment,magnitude,2,f,low,True,680.9106343307025
task,experiment,parity,9,j,odd,True,418.06261073307616
task,experiment,magnitude,3,f,low,True,622.056095530413
task,experiment,parity,3,j,odd,True,410.7631683939375
task,experiment,magnitude,8,,,False,
task,experiment,parity,7,j,odd,True,457.59468718193835
task,experiment,magnitude,4,f,low,True,582.4477530893803
task,experiment,parity,4,f,even,True,914.0947159600458
task,experiment,magnitude,7,j,high,True,453.58189601171165
task,experiment,parity,7,j,odd,True,200.77514286044487
task,experiment,magnitude,1,f,low,True,473.3581990697139
task,experiment,parity,1,j,odd,True,527.3590783922198
task,experiment,magnitude,7,,,False,
task,experiment,parity,6,f,even,True,181.38804835815458
task,experiment,magnitude,9,f,low,False,599.6730764420608
task,experiment,parity,6,f,even,True,471.95615957027564
task,experiment,magnitude,2,f,low,True,425.77505404135724
task,experiment,parity,6,f,even,True,602.8309311018124
task,experiment,magnitude,8,f,low,False,453.54769181511966
task,experiment,parity,1,j,odd,True,416.52726589416443
task,experiment,magnitude,6,j,high,True,540.8843475898254
task,experiment,parity,7,j,odd,True,155.94659011416977
task,experiment,magnitude,4,f,low,True,166.48291628081492
task,experiment,parity,9,j,odd,True,583.4574699498472
task,experiment,magnitude,8,j,high,True,591.4924615618423
task,experiment,parity,7,j,odd,True,990.3038317327994
task,experiment,magnitude,6,j,high,True,217.49938544330166
task,experiment,parity,4,f,even,True,240.4704952315975
task,experiment,magnitude,8,j,high,True,410.40174683736467
task,experiment,parity,1,j,odd,True,912.763929314271
task,experiment,magnitude,4,f,low,True,496.36930578330623
task,experiment,parity,3,j,odd,True,671.1011175206011
task,experiment,magnitude,7,j,high,True,694.3832299721917
task,experiment,parity,1,j,odd,True,918.795635287578
questionnaire,,,,"{""item1"":4,""item2"":4,""item3"":4,""item4"":3,""item5"":2,""item6"":4,""item7"":2,""item8"":3,""item9"":1,""item10"":0}",,,
