trialType,block,trial_type,stimulus,response,answer_meaning,correct,rt
task,practice,magnitude,6,j,high,True,567.6637942294051
task,practice,magnitude,8,j,high,True,473.3632261846071
task,practice,magnitude,1,f,low,True,504.62221358664243
task,practice,magnitude,8,j,high,True,440.8032847805499
task,practice,magnitude,3,f,low,True,166.85117073225163
task,practice,magnitude,6,j,high,True,464.17635858467156
task,practice,magnitude,2,f,low,True,631.4062238501548
task,practice,magnitude,1,,,False,
task,practice,magnitude,1,f,low,True,170.81447718340604
task,practice,magnitude,3,f,low,True,516.0689546471226
task,experiment,magnitude,3,f,low,True,595.080346023553
task,experiment,parity,3,j,odd,True,179.1827340480633
task,experiment,magnitude,8,f,low,False,1193.6078329114873
task,experiment,parity,2,f,even,True,528.6800446851364
task,experiment,magnitude,6,j,high,True,589.1199770254246
task,experiment,parity,8,f,even,True,620.5599433233035
task,experiment,magnitude,1,,,False,
task,experiment,parity,4,j,odd,False,183.27712543862714
task,experiment,magnitude,3,f,low,True,673.5754267655591
task,experiment,parity,9,j,odd,True,500.2248113676896
task,experiment,magnitude,7,j,high,True,533.1452185907274
task,experiment,parity,2,f,even,True,150.41486908166846
task,experiment,magnitude,7,j,high,True,598.0160622904684
task,experiment,parity,9,j,odd,True,625.1193589580963
task,experiment,magnitude,2,f,low,True,588.650557859225
task,experiment,parity,7,j,odd,True,518.0011640386456
task,experiment,magnitude,7,j,high,True,412.60026940133287
task,experiment,parity,8,j,odd,False,480.26512789121693
task,experiment,magnitude,3,f,low,True,670.035673494808
task,experiment,parity,8,f,even,True,688.0320310910536
task,experiment,magnitude,8,j,high,True,1131.061028960384
task,experiment,parity,2,f,even,True,694.4128014685987
task,experiment,magnitude,7,j,high,True,669.7837748092632
task,experiment,parity,1,j,odd,True,677.4408046232678
task,experiment,magnitude,1,j,high,False,581.6127520938776
task,experiment,parity,3,j,odd,True,1196.7616526143302
task,experiment,magnitude,1,f,low,True,546.8027773008848
task,experiment,parity,4,f,even,True,1093.9251699549425
task,experiment,magnitude,1,f,low,True,632.7388795518381
task,experiment,parity,8,f,even,True,498.4232822129048
task,experiment,magnitude,3,f,low,True,470.81831210097516
task,experiment,parity,3,,,False,
task,experiment,magnitude,2,f,low,True,441.25528792932107
task,experiment,parity,1,j,odd,True,557.3605683592006
task,experiment,magnitude,1,f,low,True,469.2250400648531
task,experiment,parity,4,f,even,True,903.559856230834
task,experiment,magnitude,8,j,high,True,1000.2988453545489
task,experiment,parity,7,j,odd,True,497.7513805052691
task,experiment,magnitude,9,j,high,True,427.6235887316699
task,experiment,parity,3,j,odd,True,698.9435887041348
questionnaire,,,,"{""item1"":4,""item2"":1,""item3"":0,""item4"":4,""item5"":3,""item6"":0,""item7"":3,""item8"":4,""item9"":2,""item10"":4}",,,
