trialType,block,trial_type,stimulus,response,answer_meaning,correct,rt
task,practice,magnitude,9,j,high,True,687.0589737847058
task,practice,magnitude,4,f,low,True,475.7845726817893
task,practice,magnitude,1,f,low,True,485.1729756479274
task,practice,magnitude,7,j,high,True,597.5399195241433
task,practice,magnitude,8,j,high,True,648.141985012611
task,practice,magnitude,6,j,high,True,685.2026043169834
task,practice,magnitude,8,j,high,True,1048.8562418230083
task,practice,magnitude,7,j,high,True,624.0351776326115
task,practice,magnitude,9,j,high,True,500.3019184787348
task,practice,magnitude,1,,,False,
task,experiment,magnitude,6,j,high,True,460.8546223669623
task,experiment,parity,8,f,even,True,1168.7437083264379
task,experiment,magnitude,3,j,high,False,178.89122189904546
task,experiment,parity,2,f,even,True,646.1363776416823
task,experiment,magnitude,1,f,low,True,153.75721096771272
task,experiment,parity,1,j,odd,True,565.8377976716698
task,experiment,magnitude,1,f,low,True,442.91545200753694
task,experiment,parity,9,j,odd,True,613.1687917903332
task,experiment,magnitude,6,j,high,True,483.2775283891215
task,experiment,parity,3,j,odd,True,515.7144415571427
task,experiment,magnitude,4,j,high,False,1110.248071440712
task,experiment,parity,3,j,odd,True,479.335832131859
task,experiment,magnitude,9,j,high,True,608.9357220534032
task,experiment,parity,1,j,odd,True,540.4966552377355
task,experiment,magnitude,7,j,high,True,532.5785808275859
task,experiment,parity,6,f,even,True,651.0297010025271
task,experiment,magnitude,7,j,high,True,461.3838165087783
task,experiment,parity,3,j,odd,True,528.370727244526
task,experiment,magnitude,1,f,low,True,485.63166897598956
task,experiment,parity,6,f,even,True,1153.8722477215235
task,experiment,magnitude,8,j,high,True,680.2692515754293
task,experiment,parity,7,j,odd,True,164.9929356655398
task,experiment,magnitude,4,f,low,True,491.51337267152996
task,experiment,parity,3,j,odd,True,448.1593380063327
task,experiment,magnitude,1,f,low,True,586.019140362489
task,experiment,parity,3,j,odd,True,503.44178180058105
task,experiment,magnitude,7,f,low,False,515.5969488117217
task,experiment,parity,7,j,odd,True,543.0227891646159
task,experiment,magnitude,2,f,low,True,407.27801038413855
task,experiment,parity,2,j,odd,False,578.0365738058173
task,experiment,magnitude,8,j,high,True,459.27915878316827
task,experiment,parity,6,j,odd,False,577.9379367121526
task,experiment,magnitude,6,j,high,True,692.0621848321416
task,experiment,parity,3,j,odd,True,414.92901427429643
task,experiment,magnitude,9,j,high,True,466.9228920432451
task,experiment,parity,9,j,odd,True,625.9940223299757
task,experiment,magnitude,8,j,high,True,644.7441964911189
task,experiment,parity,2,f,even,True,534.46459367479
task,experiment,magnitude,8,j,high,True,583.6417753470448
task,experiment,parity,3,,,False,
questionnaire,,,,"{""item1"":0,""item2"":4,""item3"":2,""item4"":2,""item5"":0,""item6"":4,""item7"":2,""item8"":0,""item9"":2,""item10"":1}",,,
