trialType,block,trial_type,stimulus,response,answer_meaning,correct,rt
task,practice,magnitude,2,f,low,True,248.51932697270433
task,practice,magnitude,9,j,high,True,657.4934486754405
task,practice,magnitude,6,j,high,True,573.0793754281816
task,practice,magnitude,8,j,high,True,538.3107556298933
task,practice,magnitude,8,j,high,True,535.9877371562964
task,practice,magnitude,6,j,high,True,935.3972320611123
task,practice,magnitude,1,f,low,True,613.1018064943414
task,practice,magnitude,8,,,False,
task,practice,magnitude,9,j,high,True,969.3615785822637
task,practice,magnitude,2,f,low,True,643.9056941777835
task,experiment,magnitude,7,j,high,True,684.8415698260344
task,experiment,parity,7,j,odd,True,518.4161646374438
task,experiment,magnitude,4,f,low,True,508.9581881632695
task,experiment,parity,8,f,even,True,544.6140611071056
task,experiment,magnitude,7,j,high,True,1076.5665009797585
task,experiment,parity,1,j,odd,True,412.8155340080571
task,experiment,magnitude,7,f,low,False,528.5977213772599
task,experiment,parity,6,f,even,True,409.76772754787356
task,experiment,magnitude,6,f,low,False,219.35432776067321
task,experiment,parity,1,,,False,
task,experiment,magnitude,8,j,high,True,528.6774624479727
task,experiment,parity,4,f,even,True,482.54238963600415
task,experiment,magnitude,6,j,high,True,633.1160636073823
task,experiment,parity,3,j,odd,True,402.10739856266036
task,experiment,magnitude,7,j,high,True,663.252790958393
task,experiment,parity,9,j,odd,True,597.3781198294953
task,experiment,magnitude,8,j,high,True,454.4110061077564
task,experiment,parity,4,f,even,True,1034.5750514062117
task,experiment,magnitude,2,j,high,False,500.353505924707
task,experiment,parity,2,f,even,True,1190.4735979111422
task,experiment,magnitude,9,j,high,True,530.9023979342671
task,experiment,parity,4,f,even,True,589.1238511085188
task,experiment,magnitude,2,,,False,
task,experiment,parity,8,j,odd,False,446.85289127926217
task,experiment,magnitude,2,j,high,False,696.0891149204181
task,experiment,parity,4,f,even,True,228.5555819186044
task,experiment,magnitude,2,f,low,True,699.0816132942896
task,experiment,parity,1,f,even,False,574.8969801221576
task,experiment,magnitude,7,j,high,True,672.5344692721393
task,experiment,parity,6,f,even,True,502.7623780147351
task,experiment,magnitude,6,j,high,True,551.5152942124766
task,experiment,parity,7,j,odd,True,1062.4629080643456
task,experiment,magnitude,4,j,high,False,205.18842586844926
task,experiment,parity,2,f,even,True,530.6983947722754
task,experiment,magnitude,7,j,high,True,209.14837497272592
task,experiment,parity,7,j,odd,True,675.480746984151
task,experiment,magnitude,3,f,low,True,586.7482953374279
task,experiment,parity,4,f,even,True,633.8429181822323
task,experiment,magnitude,9,j,high,True,549.4446302707382
task,experiment,parity,6,f,even,True,675.5412919171196
questionnaire,,,,"{""item1"":2,""item2"":2,""item3"":2,""item4"":4,""item5"":4,""item6"":0,""item7"":1,""item8"":2,""item9"":0,""item10"":1}",,,
