trialType,block,trial_type,stimulus,response,answer_meaning,correct,rt
task,practice,magnitude,3,f,low,True,989.9365267845515
task,practice,magnitude,9,j,high,True,536.7425853966008
task,practice,magnitude,3,f,low,True,478.083123741014
task,practice,magnitude,3,,,False,
task,practice,magnitude,2,f,low,True,548.9247257032757
task,practice,magnitude,7,j,high,True,652.4611003541921
task,practice,magnitude,1,f,low,True,599.6519012432367
task,practice,magnitude,2,f,low,True,941.99322296309
task,practice,magnitude,4,f,low,True,422.8815410834924
task,practice,magnitude,7,j,high,True,470.58870927332595
task,experiment,magnitude,3,j,high,False,567.2568580700574
task,experiment,parity,1,f,even,False,457.63922216433593
task,experiment,magnitude,9,j,high,True,401.82851920732827
task,experiment,parity,9,,,False,
task,experiment,magnitude,3,f,low,True,573.0009599797786
task,experiment,parity,4,f,even,True,553.3991691972225
task,experiment,magnitude,1,f,low,True,473.5166945141301
task,experiment,parity,2,f,even,True,1171.6834809982515
task,experiment,magnitude,4,j,high,False,543.0931751603314
task,experiment,parity,9,j,odd,True,532.7792134078882
task,experiment,magnitude,2,j,high,False,508.19494640013414
task,experiment,parity,2,f,even,True,660.6694884244881
task,experiment,magnitude,1,f,low,True,676.5441373445144
task,experiment,parity,4,f,even,True,457.40936619549234
task,experiment,magnitude,6,j,high,True,956.2723073049353
task,experiment,parity,6,f,even,True,504.5426647539736
task,experiment,magnitude,9,j,high,True,195.44990903681108
task,experiment,parity,1,j,odd,True,1021.8108777618824
task,experiment,magnitude,2,f,low,True,550.4587926994345
task,experiment,parity,3,j,odd,True,570.4099167291212
task,experiment,magnitude,8,j,high,True,495.1314299216709
task,experiment,parity,8,f,even,True,631.7182369770824
task,experiment,magnitude,9,j,high,True,520.0598249816217
task,experiment,parity,6,j,odd,False,1120.5330747007015
task,experiment,magnitude,9,f,low,False,631.0300889781163
task,experiment,parity,4,f,even,True,1007.1970212693393
task,experiment,magnitude,6,j,high,True,454.7770857507174
task,experiment,parity,8,f,even,True,596.0350227908125
task,experiment,magnitude,1,f,low,True,448.932244464244
task,experiment,parity,9,j,odd,True,658.2178122387675
task,experiment,magnitude,9,j,high,True,401.11382210217937
task,experiment,parity,1,j,odd,True,219.93319749100834
task,experiment,magnitude,1,,,False,
task,experiment,parity,9,j,odd,True,545.4278044283078
task,experiment,magnitude,7,j,high,True,613.5910909036546
task,experiment,parity,7,j,odd,True,652.6843512442392
task,experiment,magnitude,7,f,low,False,523.7718575664029
task,experiment,parity,6,f,even,True,450.06899035857697
task,experiment,magnitude,6,j,high,True,625.7818713266178
task,experiment,parity,3,j,odd,True,418.40589747775823
questionnaire,,,,"{""item1"":0,""item2"":1,""item3"":0,""item4"":3,""item5"":4,""item6"":0,""item7"":3,""item8"":1,""item9"":0,""item10"":1}",,,
