trialType,block,trial_type,stimulus,response,answer_meaning,correct,rt
task,practice,magnitude,3,f,low,True,616.832728891613
task,practice,magnitude,2,j,high,False,914.8429038906673
task,practice,magnitude,7,f,low,False,624.5799697487612
task,practice,magnitude,8,j,high,True,633.585308698548
task,practice,magnitude,6,j,high,True,571.7399051156735
task,practice,magnitude,9,f,low,False,150.35695762338742
task,practice,magnitude,4,j,high,False,426.07091221505607
task,practice,magnitude,4,f,low,True,175.48749035096006
task,practice,magnitude,2,f,low,True,605.2721178664942
task,practice,magnitude,9,j,high,True,458.8258279629012
task,experiment,magnitude,3,f,low,True,672.7929690232173
task,experiment,parity,6,f,even,True,431.3341500252454
task,experiment,magnitude,2,f,low,True,197.28967992328694
task,experiment,parity,6,f,even,True,488.9156878639489
task,experiment,magnitude,1,j,high,False,177.2894341943392
task,experiment,parity,1,j,odd,True,219.38085587525202
task,experiment,magnitude,6,j,high,True,526.058005809484
task,experiment,parity,7,j,odd,True,588.3970670506171
task,experiment,magnitude,6,j,high,True,643.6454120595693
task,experiment,parity,4,f,even,True,417.97713175137045
task,experiment,magnitude,6,j,high,True,239.6806598813729
task,experiment,parity,1,j,odd,True,904.9991775054186
task,experiment,magnitude,3,f,low,True,507.4068531578605
task,experiment,parity,9,j,odd,True,189.90711056446202
task,experiment,magnitude,8,f,low,False,493.80669065221787
task,experiment,parity,1,j,odd,True,611.6662271501616
task,experiment,magnitude,3,j,high,False,222.990874158535
task,experiment,parity,8,f,even,True,1047.6323052931998
task,experiment,magnitude,6,j,high,True,961.5418427268046
task,experiment,parity,8,f,even,True,549.2086909656787
task,experiment,magnitude,9,f,low,False,459.35821599325294
task,experiment,parity,1,j,odd,True,503.4947263123281
task,experiment,magnitude,3,j,high,False,426.53759717507626
task,experiment,parity,2,f,even,True,437.44007736668743
task,experiment,magnitude,2,f,low,True,549.3484866701414
task,experiment,parity,3,j,odd,True,402.29683046752444
task,experiment,magnitude,8,j,high,True,679.7280770604996
task,experiment,parity,9,j,odd,True,236.1146943359637
task,experiment,magnitude,6,j,high,True,474.7792935302634
task,experiment,parity,2,f,even,True,1082.1135020420866
task,experiment,magnitude,1,f,low,True,645.9827927579464
task,experiment,parity,2,,,False,
task,experiment,magnitude,6,f,low,False,685.3624814406589
task,experiment,parity,1,f,even,False,517.5004024074626
task,experiment,magnitude,2,f,low,True,462.25614665324275
task,experiment,parity,3,j,odd,True,191.80879198444893
task,experiment,magnitude,4,f,low,True,559.9928368738517
task,experiment,parity,7,j,odd,True,628.8788507888157
task,experiment,magnitude,9,j,high,True,186.97507663869328
task,experiment,parity,7,j,odd,True,627.8023378197468
questionnaire,,,,"{""item1"":2,""item2"":null,""item3"":3,""item4"":0,""item5"":0,""item6"":2,""item7"":3,""item8"":1,""item9"":2,""item10"":3}",,,
