trialType,block,trial_type,stimulus,response,answer_meaning,correct,rt
task,practice,magnitude,4,f,low,True,1085.976066818809
task,practice,magnitude,2,,,False,
task,practice,magnitude,4,f,low,True,514.1354270185253
task,practice,magnitude,7,j,high,True,172.02969442477774
task,practice,magnitude,2,f,low,True,612.0730178961273
task,practice,magnitude,6,j,high,True,680.4599422671491
task,practice,magnitude,4,f,low,True,241.1541392911159
task,practice,magnitude,7,j,high,True,679.043899226155
task,practice,magnitude,7,j,high,True,616.4743166348992
task,practice,magnitude,7,j,high,True,223.8963861679897
task,experiment,magnitude,9,j,high,True,603.2823087514175
task,experiment,parity,8,f,even,True,647.7942984292615
task,experiment,magnitude,8,j,high,True,1031.6683611534002
task,experiment,parity,1,f,even,False,652.2629553728518
task,experiment,magnitude,6,j,high,True,530.9383371252812
task,experiment,parity,1,f,even,False,181.094940586875
task,experiment,magnitude,2,f,low,True,609.5324814583544
task,experiment,parity,9,j,odd,True,509.9169839577983
task,experiment,magnitude,2,f,low,True,583.4117395174778
task,experiment,parity,7,j,odd,True,964.0381030302929
task,experiment,magnitude,3,f,low,True,617.2296853983548
task,experiment,parity,9,j,odd,True,191.11848215317744
task,experiment,magnitude,9,,,False,
task,experiment,parity,4,f,even,True,667.1021527256385
task,experiment,magnitude,6,j,high,True,482.3401249697081
task,experiment,parity,7,j,odd,True,586.730155008635
task,experiment,magnitude,1,f,low,True,674.4211902386257
task,experiment,parity,4,f,even,True,489.8444979567615
task,experiment,magnitude,9,j,high,True,529.474069083373
task,experiment,parity,9,j,odd,True,498.5041380917579
task,experiment,magnitude,7,j,high,True,685.022001241136
task,experiment,parity,4,f,even,True,587.892935196496
task,experiment,magnitude,7,f,low,False,223.5854717604713
task,experiment,parity,8,f,even,True,535.2837401919021
task,experiment,magnitude,2,f,low,True,622.1298894189135
task,experiment,parity,3,j,odd,True,508.1617001315412
task,experiment,magnitude,7,j,high,True,502.4828639545409
task,experiment,parity,8,f,even,True,522.7598190709734
task,experiment,magnitude,3,f,low,True,621.3150415379557
task,experiment,parity,7,j,odd,True,471.0680168337818
task,experiment,magnitude,8,f,low,False,674.2021887430154
task,experiment,parity,3,j,odd,True,607.9761946241131
task,experiment,magnitude,7,j,high,True,1092.9618577821461
task,experiment,parity,2,f,even,True,477.95212043398
task,experiment,magnitude,6,j,high,True,411.69468392232926
task,experiment,parity,1,j,odd,True,579.0155016887057
task,experiment,magnitude,4,f,low,True,189.37444821677394
task,experiment,parity,2,j,odd,False,588.7557891172864
task,experiment,magnitude,7,j,high,True,618.0572073237074
task,experiment,parity,7,j,odd,True,557.5900355125011
questionnaire,,,,"{""item1"":2,""item2"":3,""item3"":3,""item4"":0,""item5"":4,""item6"":3,""item7"":3,""item8"":4,""item9"":0,""item10"":4}",,,
