trialType,block,rt,response,trial_index,time_elapsed,word,expectedCategory,expectedCategoryAsDisplayed,leftCategory,rightCategory,correct,question_order
iat,serenity | anxiety,568.96,j,1,,stress,anxiety,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,556.42,f,2,,quiet,serenity,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,699.86,f,3,,peace,serenity,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,677.05,f,4,,peace,serenity,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,566.09,j,5,,alarm,anxiety,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,667.77,f,6,,quiet,serenity,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,429.51,j,7,,alarm,anxiety,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,457.79,j,8,,panic,anxiety,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,522.42,f,9,,gentle,serenity,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,827.13,f,10,,peace,serenity,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,524.56,j,11,,unease,anxiety,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,468.07,f,12,,breathe,serenity,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,757.16,j,13,,nervous,anxiety,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,578.91,j,14,,panic,anxiety,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,781.67,j,15,,alarm,anxiety,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,807.04,f,16,,soothe,serenity,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,678.05,f,17,,rest,serenity,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,777.43,j,18,,relax,serenity,serenity or anxiety,serenity,anxiety,0,
iat,serenity | anxiety,629.58,j,19,,alarm,anxiety,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,656.04,j,20,,stress,anxiety,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,737.65,f,21,,quiet,serenity,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,363.65,f,22,,quiet,serenity,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,697.32,j,23,,worry,anxiety,serenity or anxiety,serenity,anxiety,1,
iat,serenity | anxiety,601.73,f,24,,calm,serenity,serenity or anxiety,serenity,anxiety,1,
iat,nature | school,613.02,f,25,,meadow,nature,nature or school,nature,school,1,
iat,nature | school,600.22,j,26,,teacher,school,nature or school,nature,school,1,
iat,nature | school,421.7,j,27,,exam,school,nature or school,nature,school,1,
iat,nature | school,780.11,f,28,,river,nature,nature or school,nature,school,1,
iat,nature | school,561.48,f,29,,mountain,nature,nature or school,nature,school,1,
iat,nature | school,746.76,j,30,,exam,school,nature or school,nature,school,1,
iat,nature | school,548.54,j,31,,lecture,school,nature or school,nature,school,1,
iat,nature | school,863.21,j,32,,teacher,school,nature or school,nature,school,1,
iat,nature | school,665.63,j,33,,homework,school,nature or school,nature,school,1,
iat,nature | school,669.08,f,34,,river,nature,nature or school,nature,school,1,
iat,nature | school,493.43,f,35,,ocean,nature,nature or school,nature,school,1,
iat,nature | school,512.73,f,36,,forest,nature,nature or school,nature,school,1,
iat,nature | school,615.58,j,37,,exam,school,nature or school,nature,school,1,
iat,nature | school,484.55,j,38,,teacher,school,nature or school,nature,school,1,
iat,nature | school,720.68,j,39,,class,school,nature or school,nature,school,1,
iat,nature | school,448.34,f,40,,forest,nature,nature or school,nature,school,1,
iat,nature | school,796.35,j,41,,lecture,school,nature or school,nature,school,1,
iat,nature | school,445.0,j,42,,exam,school,nature or school,nature,school,1,
iat,nature | school,725.57,j,43,,grade,school,nature or school,nature,school,1,
iat,nature | school,634.46,j,44,,essay,school,nature or school,nature,school,1,
iat,nature | school,662.73,f,45,,meadow,nature,nature or school,nature,school,1,
iat,nature | school,563.76,f,46,,river,nature,nature or school,nature,school,1,
iat,nature | school,628.49,j,47,,class,school,nature or school,nature,school,1,
iat,nature | school,490.07,j,48,,homework,school,nature or school,nature,school,1,
iat,nature or anxiety | school or serenity,606.74,j,49,,campus,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,629.51,j,50,,tension,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,559.82,j,51,,soothe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,551.93,j,52,,breathe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,857.15,f,53,,stress,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,691.96,f,54,,forest,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,854.09,f,55,,tree,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,699.5,f,56,,breeze,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,637.93,j,57,,rest,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,694.54,j,58,,gentle,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,529.82,j,59,,peace,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,812.79,j,60,,gentle,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,752.81,j,61,,soothe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,559.26,f,62,,nervous,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,893.3,f,63,,river,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,620.47,f,64,,stress,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,645.78,j,65,,class,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,750.98,f,66,,worry,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,625.84,j,67,,teacher,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,833.29,f,68,,mountain,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,616.56,j,69,,lecture,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,655.61,f,70,,tension,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,485.63,f,71,,lake,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,821.42,f,72,,tree,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,610.34,f,73,,mountain,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,514.39,f,74,,meadow,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,1042.23,f,75,,lake,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,769.27,f,76,,tension,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,864.15,j,77,,class,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,644.95,f,78,,alarm,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,769.56,f,79,,alarm,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,900.46,j,80,,gentle,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,628.52,j,81,,rest,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,624.78,f,82,,tree,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,547.01,j,83,,teacher,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,811.82,f,84,,river,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,787.92,j,85,,essay,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,754.54,j,86,,campus,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,483.57,j,87,,quiet,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,835.35,f,88,,river,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,457.4,j,89,,essay,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,608.47,f,90,,soothe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,651.72,j,91,,homework,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,598.23,j,92,,gentle,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,764.49,f,93,,unease,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,881.01,j,94,,relax,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,800.01,j,95,,homework,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,663.44,j,96,,teacher,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,900.71,f,97,,breathe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,730.09,f,98,,tree,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,732.19,f,99,,stress,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,730.26,f,100,,forest,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,585.32,j,101,,breathe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,742.29,j,102,,essay,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,593.1,j,103,,calm,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,882.33,j,104,,calm,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,684.13,j,105,,peace,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,807.4,j,106,,gentle,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,1039.68,f,107,,calm,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,0,
iat,nature or anxiety | school or serenity,739.64,j,108,,peace,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,775.78,f,109,,worry,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,524.69,f,110,,nervous,nature or anxiety,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,543.77,j,111,,soothe,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or anxiety | school or serenity,692.12,j,112,,essay,school or serenity,nature or anxiety or school or serenity,nature or anxiety,school or serenity,1,
iat,nature or serenity | school or anxiety,508.59,f,113,,ocean,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,826.02,f,114,,breathe,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,727.92,f,115,,relax,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,364.44,f,116,,calm,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,494.37,j,117,,unease,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,417.3,j,118,,fear,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,558.58,j,119,,lecture,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,603.76,j,120,,unease,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,530.37,f,121,,unease,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,0,
iat,nature or serenity | school or anxiety,456.99,f,122,,breeze,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,527.52,f,123,,mountain,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,531.1,f,124,,unease,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,0,
iat,nature or serenity | school or anxiety,701.59,j,125,,nervous,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,551.26,f,126,,relax,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,629.39,j,127,,nervous,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,361.82,j,128,,lecture,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,418.69,j,129,,essay,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,549.73,f,130,,gentle,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,415.73,f,131,,lake,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,553.2,j,132,,stress,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,667.23,f,133,,tree,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,608.37,f,134,,forest,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,584.36,j,135,,fear,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,833.12,j,136,,worry,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,460.2,j,137,,worry,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,559.94,j,138,,essay,school or anxiety,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
iat,nature or serenity | school or anxiety,486.0,f,139,,ocean,nature or serenity,nature or serenity or school or anxiety,nature or serenity,school or anxiety,1,
